Slip Ratio [%],Longitudinal Force [N],Normal Load [N],Tyre Pressure [kPa],Temperature [C]
-0.129,-2049.03,890.0,200,25
-0.131,-2071.66,890.0,200,25
-0.131,-2109.07,890.0,200,25
-0.132,-2145.38,890.0,200,25
-0.133,-2165.3,890.0,200,25
-0.134,-2165.69,890.0,200,25
-0.135,-2155.98,890.0,200,25
-0.137,-2140.09,890.0,200,25
-0.139,-2132.43,890.0,200,25
-0.141,-2125.19,890.0,200,25
-0.142,-2114.65,890.0,200,25
-0.142,-2098.52,890.0,200,25
-0.143,-2085.8,890.0,200,25
-0.143,-2078.78,890.0,200,25
-0.143,-2081.94,890.0,200,25
-0.143,-2099.45,890.0,200,25
-0.143,-2129.12,890.0,200,25
-0.143,-2162.11,890.0,200,25
-0.143,-2189.08,890.0,200,25
-0.144,-2199.45,890.0,200,25
-0.147,-2195.79,890.0,200,25
-0.148,-2182.1,890.0,200,25
-0.15,-2172.71,890.0,200,25
-0.152,-2163.52,890.0,200,25
-0.153,-2149.78,890.0,200,25
-0.153,-2131.74,890.0,200,25
-0.152,-2110.2,890.0,200,25
-0.152,-2092.22,890.0,200,25
-0.151,-2087.23,890.0,200,25
-0.151,-2096.25,890.0,200,25
-0.151,-2120.88,890.0,200,25
-0.151,-2156.66,890.0,200,25
-0.152,-2187.07,890.0,200,25
-0.152,-2203.7,890.0,200,25
-0.153,-2198.58,890.0,200,25
-0.153,-2185.69,890.0,200,25
-0.153,-2170.92,890.0,200,25
-0.153,-2160.27,890.0,200,25
-0.155,-2107.23,890.0,200,25
-0.155,-2085.97,890.0,200,25
-0.155,-2061.57,890.0,200,25
-0.154,-2041.18,890.0,200,25
-0.154,-2031.52,890.0,200,25
-0.154,-2034.27,890.0,200,25
-0.154,-2052.4,890.0,200,25
-0.153,-2078.56,890.0,200,25
-0.153,-2110.38,890.0,200,25
-0.154,-2129.5,890.0,200,25
-0.154,-2133.13,890.0,200,25
-0.154,-2123.05,890.0,200,25
-0.154,-2108.2,890.0,200,25
-0.154,-2093.45,890.0,200,25
-0.153,-2080.47,890.0,200,25
-0.153,-2063.93,890.0,200,25
-0.152,-2043.12,890.0,200,25
-0.152,-2021.01,890.0,200,25
-0.152,-2002.36,890.0,200,25
-0.153,-1991.15,890.0,200,25
-0.154,-1993.1,890.0,200,25
-0.154,-2012.88,890.0,200,25
-0.154,-2044.23,890.0,200,25
-0.153,-2077.51,890.0,200,25
-0.152,-2097.25,890.0,200,25
-0.15,-2101.83,890.0,200,25
-0.149,-2095.92,890.0,200,25
-0.148,-2084.58,890.0,200,25
-0.146,-2079.08,890.0,200,25
-0.146,-2073.27,890.0,200,25
-0.145,-2059.72,890.0,200,25
-0.144,-2039.37,890.0,200,25
-0.144,-2021.87,890.0,200,25
-0.144,-2007.19,890.0,200,25
-0.143,-2002.81,890.0,200,25
-0.143,-2016.44,890.0,200,25
-0.141,-2048.58,890.0,200,25
-0.139,-2086.31,890.0,200,25
-0.137,-2119.83,890.0,200,25
-0.135,-2135.0,890.0,200,25
-0.133,-2135.5,890.0,200,25
-0.133,-2128.68,890.0,200,25
-0.133,-2121.92,890.0,200,25
-0.133,-2113.08,890.0,200,25
-0.134,-2100.2,890.0,200,25
-0.132,-2077.94,890.0,200,25
-0.131,-2056.7,890.0,200,25
-0.129,-2042.35,890.0,200,25
-0.128,-2039.02,890.0,200,25
-0.127,-2053.04,890.0,200,25
-0.125,-2082.64,890.0,200,25
-0.124,-2119.29,890.0,200,25
-0.124,-2152.03,890.0,200,25
-0.123,-2165.26,890.0,200,25
-0.122,-2163.94,890.0,200,25
-0.12,-2151.56,890.0,200,25
-0.119,-2136.76,890.0,200,25
-0.118,-2124.35,890.0,200,25
-0.117,-2111.03,890.0,200,25
-0.115,-2096.26,890.0,200,25
-0.115,-2080.71,890.0,200,25
-0.115,-2067.44,890.0,200,25
-0.115,-2056.93,890.0,200,25
-0.115,-2063.26,890.0,200,25
-0.114,-2076.17,890.0,200,25
-0.112,-2102.09,890.0,200,25
-0.11,-2124.29,890.0,200,25
-0.108,-2137.74,890.0,200,25
-0.106,-2135.1,890.0,200,25
-0.104,-2122.73,890.0,200,25
-0.104,-2108.79,890.0,200,25
-0.104,-2097.13,890.0,200,25
-0.104,-2081.56,890.0,200,25
-0.104,-2063.07,890.0,200,25
-0.103,-2040.04,890.0,200,25
-0.101,-2018.59,890.0,200,25
-0.1,-2008.21,890.0,200,25
-0.098,-2009.45,890.0,200,25
-0.096,-2026.17,890.0,200,25
-0.094,-2048.56,890.0,200,25
-0.093,-2071.53,890.0,200,25
-0.093,-2086.31,890.0,200,25
-0.092,-2084.58,890.0,200,25
-0.092,-2070.96,890.0,200,25
-0.091,-2053.65,890.0,200,25
-0.091,-2033.63,890.0,200,25
-0.089,-2008.57,890.0,200,25
-0.086,-1978.14,890.0,200,25
-0.085,-1952.8,890.0,200,25
-0.084,-1937.02,890.0,200,25
-0.083,-1938.19,890.0,200,25
-0.083,-1952.62,890.0,200,25
-0.083,-1972.86,890.0,200,25
-0.082,-1996.29,890.0,200,25
-0.082,-2011.56,890.0,200,25
-0.081,-2011.84,890.0,200,25
-0.081,-2000.73,890.0,200,25
-0.08,-1980.57,890.0,200,25
-0.078,-1956.45,890.0,200,25
-0.077,-1931.13,890.0,200,25
-0.076,-1903.0,890.0,200,25
-0.074,-1876.03,890.0,200,25
-0.074,-1854.36,890.0,200,25
-0.073,-1845.59,890.0,200,25
-0.072,-1847.49,890.0,200,25
-0.071,-1855.86,890.0,200,25
-0.069,-1866.21,890.0,200,25
-0.066,-1871.67,890.0,200,25
-0.065,-1872.84,890.0,200,25
-0.064,-1866.76,890.0,200,25
-0.064,-1858.33,890.0,200,25
-0.063,-1841.05,890.0,200,25
-0.063,-1817.88,890.0,200,25
-0.061,-1783.02,890.0,200,25
-0.059,-1743.4,890.0,200,25
-0.058,-1713.46,890.0,200,25
-0.056,-1699.6,890.0,200,25
-0.055,-1698.51,890.0,200,25
-0.054,-1707.72,890.0,200,25
-0.053,-1723.19,890.0,200,25
-0.053,-1741.39,890.0,200,25
-0.053,-1756.8,890.0,200,25
-0.053,-1761.89,890.0,200,25
-0.053,-1757.45,890.0,200,25
-0.053,-1740.05,890.0,200,25
-0.052,-1707.44,890.0,200,25
-0.05,-1665.59,890.0,200,25
-0.048,-1619.94,890.0,200,25
-0.047,-1586.19,890.0,200,25
-0.046,-1570.92,890.0,200,25
-0.045,-1569.4,890.0,200,25
-0.045,-1570.58,890.0,200,25
-0.043,-1564.56,890.0,200,25
-0.042,-1547.23,890.0,200,25
-0.04,-1516.47,890.0,200,25
-0.038,-1476.24,890.0,200,25
-0.037,-1431.2,890.0,200,25
-0.036,-1391.37,890.0,200,25
-0.035,-1350.09,890.0,200,25
-0.034,-1310.26,890.0,200,25
-0.033,-1278.14,890.0,200,25
-0.033,-1264.09,890.0,200,25
-0.033,-1267.13,890.0,200,25
-0.033,-1276.5,890.0,200,25
-0.032,-1274.63,890.0,200,25
-0.031,-1252.15,890.0,200,25
-0.029,-1214.54,890.0,200,25
-0.028,-1171.56,890.0,200,25
-0.026,-1138.29,890.0,200,25
-0.026,-1109.68,890.0,200,25
-0.025,-1085.09,890.0,200,25
-0.025,-1050.98,890.0,200,25
-0.024,-1004.21,890.0,200,25
-0.023,-956.03,890.0,200,25
-0.022,-914.35,890.0,200,25
-0.02,-883.72,890.0,200,25
-0.019,-853.74,890.0,200,25
-0.018,-814.81,890.0,200,25
-0.016,-769.01,890.0,200,25
-0.015,-733.19,890.0,200,25
-0.014,-709.82,890.0,200,25
-0.014,-698.0,890.0,200,25
-0.014,-686.92,890.0,200,25
-0.014,-661.63,890.0,200,25
-0.013,-612.12,890.0,200,25
-0.011,-534.89,890.0,200,25
-0.01,-451.35,890.0,200,25
-0.008,-378.66,890.0,200,25
-0.007,-329.97,890.0,200,25
-0.006,-301.14,890.0,200,25
-0.005,-281.35,890.0,200,25
-0.005,-271.11,890.0,200,25
-0.005,-259.45,890.0,200,25
-0.004,-237.89,890.0,200,25
-0.003,-197.32,890.0,200,25
-0.002,-124.19,890.0,200,25
0.0,-14.89,890.0,200,25
0.002,124.02,890.0,200,25
0.003,261.88,890.0,200,25
0.005,370.59,890.0,200,25
0.006,425.98,890.0,200,25
0.006,438.62,890.0,200,25
0.005,428.78,890.0,200,25
0.007,423.95,890.0,200,25
0.007,436.62,890.0,200,25
0.007,472.05,890.0,200,25
0.008,532.56,890.0,200,25
0.01,610.81,890.0,200,25
0.011,709.45,890.0,200,25
0.012,817.95,890.0,200,25
0.013,909.98,890.0,200,25
0.014,968.51,890.0,200,25
0.014,974.03,890.0,200,25
0.013,944.47,890.0,200,25
0.013,906.87,890.0,200,25
0.014,887.44,890.0,200,25
0.014,896.36,890.0,200,25
0.015,929.53,890.0,200,25
0.016,977.35,890.0,200,25
0.017,1029.41,890.0,200,25
0.018,1083.92,890.0,200,25
0.019,1139.27,890.0,200,25
0.019,1184.4,890.0,200,25
0.02,1212.92,890.0,200,25
0.02,1221.97,890.0,200,25
0.022,1228.05,890.0,200,25
0.023,1253.06,890.0,200,25
0.026,1307.57,890.0,200,25
0.028,1386.17,890.0,200,25
0.031,1464.44,890.0,200,25
0.033,1528.36,890.0,200,25
0.034,1572.89,890.0,200,25
0.035,1608.49,890.0,200,25
0.035,1645.51,890.0,200,25
0.036,1687.38,890.0,200,25
0.038,1717.6,890.0,200,25
0.039,1738.15,890.0,200,25
0.041,1757.9,890.0,200,25
0.043,1778.66,890.0,200,25
0.045,1797.02,890.0,200,25
0.046,1814.0,890.0,200,25
0.047,1820.34,890.0,200,25
0.047,1821.89,890.0,200,25
0.048,1830.39,890.0,200,25
0.048,1860.01,890.0,200,25
0.049,1912.36,890.0,200,25
0.051,1967.52,890.0,200,25
0.053,2005.92,890.0,200,25
0.054,2019.32,890.0,200,25
0.056,2014.0,890.0,200,25
0.057,2005.11,890.0,200,25
0.058,1994.72,890.0,200,25
0.059,1983.8,890.0,200,25
0.058,1970.01,890.0,200,25
0.058,1963.46,890.0,200,25
0.058,1978.9,890.0,200,25
0.058,2019.53,890.0,200,25
0.06,2071.73,890.0,200,25
0.062,2119.54,890.0,200,25
0.063,2140.41,890.0,200,25
0.065,2134.38,890.0,200,25
0.065,2111.76,890.0,200,25
0.066,2086.9,890.0,200,25
0.066,2061.17,890.0,200,25
0.066,2042.88,890.0,200,25
0.066,2040.67,890.0,200,25
0.067,2063.39,890.0,200,25
0.068,2108.15,890.0,200,25
0.07,2162.23,890.0,200,25
0.072,2206.84,890.0,200,25
0.074,2224.95,890.0,200,25
0.075,2215.46,890.0,200,25
0.075,2190.96,890.0,200,25
0.075,2162.8,890.0,200,25
0.075,2136.46,890.0,200,25
0.075,2113.95,890.0,200,25
0.075,2102.12,890.0,200,25
0.076,2104.63,890.0,200,25
0.077,2130.77,890.0,200,25
0.079,2169.35,890.0,200,25
0.082,2205.97,890.0,200,25
0.084,2221.9,890.0,200,25
0.085,2219.45,890.0,200,25
0.086,2203.13,890.0,200,25
0.086,2185.62,890.0,200,25
0.086,2169.72,890.0,200,25
0.088,2149.17,890.0,200,25
0.09,2128.91,890.0,200,25
0.092,2117.36,890.0,200,25
0.093,2125.01,890.0,200,25
0.094,2150.56,890.0,200,25
0.095,2181.07,890.0,200,25
0.095,2201.64,890.0,200,25
0.096,2206.26,890.0,200,25
0.097,2198.21,890.0,200,25
0.098,2183.39,890.0,200,25
0.1,2163.36,890.0,200,25
0.103,2132.2,890.0,200,25
0.105,2096.53,890.0,200,25
0.106,2067.52,890.0,200,25
0.106,2059.51,890.0,200,25
0.106,2078.79,890.0,200,25
0.106,2110.66,890.0,200,25
0.105,2137.46,890.0,200,25
0.105,2147.74,890.0,200,25
0.105,2145.03,890.0,200,25
0.106,2131.98,890.0,200,25
0.107,2113.86,890.0,200,25
0.109,2085.86,890.0,200,25
0.111,2052.4,890.0,200,25
0.112,2027.15,890.0,200,25
0.113,2022.53,890.0,200,25
0.113,2044.18,890.0,200,25
0.114,2078.89,890.0,200,25
0.115,2108.31,890.0,200,25
0.116,2119.52,890.0,200,25
0.118,2115.87,890.0,200,25
0.12,2099.72,890.0,200,25
0.122,2075.61,890.0,200,25
0.124,2044.81,890.0,200,25
0.125,2009.37,890.0,200,25
0.127,1983.33,890.0,200,25
0.127,1984.13,890.0,200,25
0.127,2005.45,890.0,200,25
0.127,2044.06,890.0,200,25
0.128,2074.35,890.0,200,25
0.131,2087.63,890.0,200,25
0.133,2080.94,890.0,200,25
0.134,2066.71,890.0,200,25
0.136,2047.11,890.0,200,25
0.137,2022.74,890.0,200,25
0.138,1995.56,890.0,200,25
0.138,1974.43,890.0,200,25
0.138,1976.14,890.0,200,25
0.138,2005.94,890.0,200,25
0.138,2046.42,890.0,200,25
0.139,2081.93,890.0,200,25
0.14,2098.4,890.0,200,25
0.141,2096.98,890.0,200,25
0.142,2085.35,890.0,200,25
0.142,2070.67,890.0,200,25
0.143,2049.25,890.0,200,25
0.143,2021.55,890.0,200,25
0.143,2002.45,890.0,200,25
0.142,2002.14,890.0,200,25
0.142,2022.17,890.0,200,25
0.141,2057.58,890.0,200,25
0.141,2090.88,890.0,200,25
0.142,2110.84,890.0,200,25
0.143,2112.28,890.0,200,25
0.145,2102.71,890.0,200,25
0.145,2083.1,890.0,200,25
0.146,2055.82,890.0,200,25
0.146,2029.5,890.0,200,25
0.143,2481.25,1112.0,200,25
0.143,2473.42,1112.0,200,25
0.141,2485.62,1112.0,200,25
0.139,2518.36,1112.0,200,25
0.137,2548.29,1112.0,200,25
0.135,2569.21,1112.0,200,25
0.134,2570.25,1112.0,200,25
0.132,2554.04,1112.0,200,25
0.132,2530.47,1112.0,200,25
0.133,2498.94,1112.0,200,25
0.133,2465.88,1112.0,200,25
0.135,2439.77,1112.0,200,25
0.135,2435.23,1112.0,200,25
0.134,2454.7,1112.0,200,25
0.132,2489.59,1112.0,200,25
0.131,2524.59,1112.0,200,25
0.13,2547.58,1112.0,200,25
0.128,2554.26,1112.0,200,25
0.126,2546.06,1112.0,200,25
0.124,2530.26,1112.0,200,25
0.123,2505.63,1112.0,200,25
0.123,2476.99,1112.0,200,25
0.122,2454.13,1112.0,200,25
0.12,2447.45,1112.0,200,25
0.118,2470.18,1112.0,200,25
0.116,2504.64,1112.0,200,25
0.114,2544.05,1112.0,200,25
0.114,2567.46,1112.0,200,25
0.114,2571.75,1112.0,200,25
0.113,2559.77,1112.0,200,25
0.113,2541.71,1112.0,200,25
0.113,2515.68,1112.0,200,25
0.111,2484.2,1112.0,200,25
0.111,2454.86,1112.0,200,25
0.108,2440.69,1112.0,200,25
0.106,2452.41,1112.0,200,25
0.103,2484.94,1112.0,200,25
0.103,2521.57,1112.0,200,25
0.103,2550.36,1112.0,200,25
0.103,2555.08,1112.0,200,25
0.103,2545.37,1112.0,200,25
0.103,2525.59,1112.0,200,25
0.103,2497.8,1112.0,200,25
0.102,2464.32,1112.0,200,25
0.1,2434.68,1112.0,200,25
0.098,2419.23,1112.0,200,25
0.096,2427.0,1112.0,200,25
0.093,2458.57,1112.0,200,25
0.092,2495.43,1112.0,200,25
0.092,2525.87,1112.0,200,25
0.091,2534.58,1112.0,200,25
0.09,2525.92,1112.0,200,25
0.089,2502.83,1112.0,200,25
0.088,2477.77,1112.0,200,25
0.086,2445.09,1112.0,200,25
0.085,2413.06,1112.0,200,25
0.083,2393.01,1112.0,200,25
0.082,2394.86,1112.0,200,25
0.082,2423.72,1112.0,200,25
0.082,2465.9,1112.0,200,25
0.083,2503.03,1112.0,200,25
0.083,2518.33,1112.0,200,25
0.083,2510.3,1112.0,200,25
0.082,2486.17,1112.0,200,25
0.08,2454.91,1112.0,200,25
0.079,2421.13,1112.0,200,25
0.077,2384.29,1112.0,200,25
0.076,2357.83,1112.0,200,25
0.075,2346.03,1112.0,200,25
0.074,2354.96,1112.0,200,25
0.073,2383.25,1112.0,200,25
0.071,2412.84,1112.0,200,25
0.07,2427.7,1112.0,200,25
0.068,2415.28,1112.0,200,25
0.066,2376.96,1112.0,200,25
0.064,2332.95,1112.0,200,25
0.063,2296.01,1112.0,200,25
0.062,2272.69,1112.0,200,25
0.062,2261.76,1112.0,200,25
0.062,2261.65,1112.0,200,25
0.061,2267.12,1112.0,200,25
0.061,2279.87,1112.0,200,25
0.06,2292.99,1112.0,200,25
0.059,2307.64,1112.0,200,25
0.057,2304.75,1112.0,200,25
0.056,2279.43,1112.0,200,25
0.054,2229.55,1112.0,200,25
0.053,2175.21,1112.0,200,25
0.052,2135.1,1112.0,200,25
0.052,2112.28,1112.0,200,25
0.052,2098.91,1112.0,200,25
0.051,2081.2,1112.0,200,25
0.05,2055.51,1112.0,200,25
0.048,2028.76,1112.0,200,25
0.046,2002.66,1112.0,200,25
0.045,1989.66,1112.0,200,25
0.044,1973.5,1112.0,200,25
0.043,1951.44,1112.0,200,25
0.042,1918.72,1112.0,200,25
0.042,1885.06,1112.0,200,25
0.042,1852.13,1112.0,200,25
0.041,1819.18,1112.0,200,25
0.04,1774.78,1112.0,200,25
0.038,1721.27,1112.0,200,25
0.036,1659.11,1112.0,200,25
0.034,1611.66,1112.0,200,25
0.033,1594.75,1112.0,200,25
0.033,1610.06,1112.0,200,25
0.033,1635.76,1112.0,200,25
0.033,1650.3,1112.0,200,25
0.033,1639.86,1112.0,200,25
0.033,1605.63,1112.0,200,25
0.032,1556.75,1112.0,200,25
0.031,1498.49,1112.0,200,25
0.029,1434.17,1112.0,200,25
0.027,1364.9,1112.0,200,25
0.025,1293.62,1112.0,200,25
0.023,1242.74,1112.0,200,25
0.023,1221.52,1112.0,200,25
0.022,1228.36,1112.0,200,25
0.022,1234.18,1112.0,200,25
0.021,1208.68,1112.0,200,25
0.019,1137.17,1112.0,200,25
0.017,1030.52,1112.0,200,25
0.015,912.39,1112.0,200,25
0.013,800.22,1112.0,200,25
0.012,706.75,1112.0,200,25
0.011,640.17,1112.0,200,25
0.011,609.02,1112.0,200,25
0.011,617.77,1112.0,200,25
0.011,668.01,1112.0,200,25
0.012,740.42,1112.0,200,25
0.012,793.89,1112.0,200,25
0.012,791.7,1112.0,200,25
0.01,722.54,1112.0,200,25
0.009,608.06,1112.0,200,25
0.007,485.36,1112.0,200,25
0.006,374.04,1112.0,200,25
0.005,285.08,1112.0,200,25
0.004,221.51,1112.0,200,25
0.003,172.34,1112.0,200,25
0.002,131.16,1112.0,200,25
0.001,93.3,1112.0,200,25
0.0,59.09,1112.0,200,25
0.0,20.51,1112.0,200,25
-0.001,-33.86,1112.0,200,25
-0.002,-106.52,1112.0,200,25
-0.003,-186.04,1112.0,200,25
-0.003,-255.01,1112.0,200,25
-0.004,-307.84,1112.0,200,25
-0.004,-353.83,1112.0,200,25
-0.005,-406.44,1112.0,200,25
-0.006,-475.03,1112.0,200,25
-0.008,-551.66,1112.0,200,25
-0.009,-617.0,1112.0,200,25
-0.009,-651.13,1112.0,200,25
-0.009,-650.2,1112.0,200,25
-0.009,-628.95,1112.0,200,25
-0.009,-612.65,1112.0,200,25
-0.008,-610.78,1112.0,200,25
-0.009,-626.67,1112.0,200,25
-0.008,-655.78,1112.0,200,25
-0.01,-705.45,1112.0,200,25
-0.012,-789.21,1112.0,200,25
-0.014,-901.7,1112.0,200,25
-0.016,-1025.33,1112.0,200,25
-0.018,-1135.75,1112.0,200,25
-0.019,-1214.21,1112.0,200,25
-0.02,-1244.81,1112.0,200,25
-0.02,-1243.14,1112.0,200,25
-0.021,-1240.09,1112.0,200,25
-0.021,-1271.26,1112.0,200,25
-0.023,-1343.28,1112.0,200,25
-0.025,-1439.8,1112.0,200,25
-0.027,-1539.82,1112.0,200,25
-0.028,-1637.82,1112.0,200,25
-0.03,-1721.1,1112.0,200,25
-0.032,-1793.13,1112.0,200,25
-0.033,-1851.67,1112.0,200,25
-0.035,-1894.39,1112.0,200,25
-0.036,-1919.54,1112.0,200,25
-0.038,-1929.68,1112.0,200,25
-0.038,-1938.46,1112.0,200,25
-0.039,-1959.33,1112.0,200,25
-0.04,-2005.21,1112.0,200,25
-0.042,-2066.93,1112.0,200,25
-0.043,-2126.07,1112.0,200,25
-0.044,-2167.27,1112.0,200,25
-0.044,-2194.91,1112.0,200,25
-0.045,-2205.5,1112.0,200,25
-0.045,-2199.68,1112.0,200,25
-0.045,-2187.36,1112.0,200,25
-0.045,-2175.57,1112.0,200,25
-0.046,-2170.18,1112.0,200,25
-0.047,-2172.98,1112.0,200,25
-0.048,-2182.48,1112.0,200,25
-0.049,-2201.64,1112.0,200,25
-0.051,-2229.08,1112.0,200,25
-0.053,-2256.69,1112.0,200,25
-0.054,-2278.02,1112.0,200,25
-0.054,-2294.43,1112.0,200,25
-0.055,-2315.74,1112.0,200,25
-0.056,-2342.39,1112.0,200,25
-0.058,-2366.67,1112.0,200,25
-0.06,-2387.35,1112.0,200,25
-0.062,-2400.33,1112.0,200,25
-0.064,-2402.05,1112.0,200,25
-0.065,-2389.0,1112.0,200,25
-0.065,-2364.13,1112.0,200,25
-0.065,-2341.35,1112.0,200,25
-0.065,-2327.03,1112.0,200,25
-0.066,-2334.11,1112.0,200,25
-0.067,-2354.68,1112.0,200,25
-0.068,-2388.81,1112.0,200,25
-0.07,-2424.77,1112.0,200,25
-0.071,-2451.6,1112.0,200,25
-0.072,-2461.91,1112.0,200,25
-0.074,-2460.52,1112.0,200,25
-0.075,-2452.55,1112.0,200,25
-0.076,-2445.88,1112.0,200,25
-0.076,-2436.04,1112.0,200,25
-0.077,-2421.44,1112.0,200,25
-0.078,-2409.0,1112.0,200,25
-0.079,-2403.8,1112.0,200,25
-0.081,-2409.31,1112.0,200,25
-0.083,-2427.41,1112.0,200,25
-0.085,-2456.4,1112.0,200,25
-0.085,-2488.92,1112.0,200,25
-0.086,-2515.68,1112.0,200,25
-0.086,-2526.32,1112.0,200,25
-0.086,-2522.62,1112.0,200,25
-0.085,-2510.06,1112.0,200,25
-0.086,-2504.03,1112.0,200,25
-0.086,-2498.56,1112.0,200,25
-0.087,-2492.34,1112.0,200,25
-0.088,-2480.76,1112.0,200,25
-0.089,-2469.72,1112.0,200,25
-0.091,-2463.35,1112.0,200,25
-0.093,-2464.81,1112.0,200,25
-0.093,-2477.6,1112.0,200,25
-0.094,-2505.72,1112.0,200,25
-0.094,-2538.82,1112.0,200,25
-0.095,-2565.47,1112.0,200,25
-0.097,-2577.07,1112.0,200,25
-0.098,-2579.06,1112.0,200,25
-0.1,-2578.29,1112.0,200,25
-0.102,-2579.22,1112.0,200,25
-0.103,-2569.86,1112.0,200,25
-0.103,-2555.73,1112.0,200,25
-0.103,-2537.36,1112.0,200,25
-0.103,-2518.32,1112.0,200,25
-0.104,-2504.41,1112.0,200,25
-0.105,-2504.85,1112.0,200,25
-0.106,-2523.08,1112.0,200,25
-0.108,-2553.98,1112.0,200,25
-0.109,-2586.34,1112.0,200,25
-0.111,-2606.35,1112.0,200,25
-0.113,-2607.25,1112.0,200,25
-0.115,-2596.25,1112.0,200,25
-0.116,-2586.2,1112.0,200,25
-0.117,-2579.25,1112.0,200,25
-0.118,-2569.92,1112.0,200,25
-0.119,-2554.88,1112.0,200,25
-0.12,-2532.58,1112.0,200,25
-0.121,-2507.55,1112.0,200,25
-0.122,-2491.46,1112.0,200,25
-0.124,-2492.79,1112.0,200,25
-0.125,-2516.7,1112.0,200,25
-0.125,-2560.29,1112.0,200,25
-0.125,-2602.1,1112.0,200,25
-0.125,-2629.52,1112.0,200,25
-0.125,-2636.45,1112.0,200,25
-0.126,-2626.82,1112.0,200,25
-0.128,-2613.61,1112.0,200,25
-0.13,-2602.41,1112.0,200,25
-0.131,-2590.53,1112.0,200,25
-0.133,-2573.52,1112.0,200,25
-0.133,-2555.98,1112.0,200,25
-0.133,-2545.79,1112.0,200,25
-0.134,-2548.04,1112.0,200,25
-0.134,-2569.41,1112.0,200,25
-0.135,-2603.23,1112.0,200,25
-0.136,-2644.14,1112.0,200,25
-0.136,-2678.86,1112.0,200,25
-0.138,-2694.64,1112.0,200,25
-0.139,-2697.38,1112.0,200,25
-0.141,-2689.54,1112.0,200,25
-0.143,-2680.79,1112.0,200,25
-0.144,-2675.93,1112.0,200,25
-0.145,-2673.73,1112.0,200,25
-0.145,-2660.43,1112.0,200,25
-0.145,-2637.52,1112.0,200,25
-0.145,-2609.28,1112.0,200,25
-0.146,-2580.75,1112.0,200,25
-0.148,-2562.97,1112.0,200,25
-0.15,-2562.42,1112.0,200,25
-0.151,-2580.12,1112.0,200,25
-0.152,-2611.5,1112.0,200,25
-0.153,-2638.07,1112.0,200,25
-0.153,-2652.09,1112.0,200,25
-0.153,-2644.78,1112.0,200,25
-0.152,-2630.95,1112.0,200,25
-0.152,-2618.57,1112.0,200,25
-0.152,-2606.3,1112.0,200,25
-0.151,-2593.27,1112.0,200,25
-0.152,-2567.91,1112.0,200,25
-0.152,-2539.36,1112.0,200,25
-0.152,-2510.59,1112.0,200,25
-0.153,-2491.52,1112.0,200,25
-0.154,-2488.48,1112.0,200,25
-0.154,-2502.39,1112.0,200,25
-0.154,-2532.68,1112.0,200,25
-0.153,-2563.99,1112.0,200,25
-0.153,-2587.24,1112.0,200,25
-0.153,-2591.46,1112.0,200,25
-0.153,-2578.2,1112.0,200,25
-0.154,-2561.02,1112.0,200,25
-0.155,-2544.97,1112.0,200,25
-0.155,-2528.41,1112.0,200,25
-0.156,-2509.88,1112.0,200,25
-0.157,-2482.77,1112.0,200,25
-0.157,-2459.75,1112.0,200,25
-0.156,-2440.75,1112.0,200,25
-0.156,-2429.83,1112.0,200,25
-0.155,-2432.72,1112.0,200,25
-0.155,-2448.87,1112.0,200,25
-0.154,-2480.58,1112.0,200,25
-0.154,-2511.66,1112.0,200,25
-0.154,-2535.22,1112.0,200,25
-0.154,-2539.0,1112.0,200,25
-0.155,-2529.18,1112.0,200,25
-0.155,-2513.49,1112.0,200,25
-0.156,-2499.22,1112.0,200,25
-0.156,-2484.76,1112.0,200,25
-0.156,-2465.94,1112.0,200,25
-0.156,-2438.76,1112.0,200,25
-0.156,-2412.22,1112.0,200,25
-0.157,-2390.15,1112.0,200,25
-0.157,-2379.6,1112.0,200,25
-0.157,-2385.67,1112.0,200,25
-0.157,-2411.19,1112.0,200,25
-0.156,-2446.99,1112.0,200,25
-0.155,-2477.24,1112.0,200,25
-0.155,-2493.61,1112.0,200,25
-0.154,-2490.37,1112.0,200,25
-0.154,-2478.78,1112.0,200,25
-0.155,-2463.35,1112.0,200,25
-0.155,-2449.03,1112.0,200,25
-0.156,-2432.66,1112.0,200,25
-0.156,-2415.39,1112.0,200,25
-0.156,-2398.25,1112.0,200,25
-0.155,-2386.68,1112.0,200,25
-0.154,-2382.67,1112.0,200,25
-0.152,-2389.45,1112.0,200,25
-0.151,-2407.65,1112.0,200,25
-0.149,-2444.61,1112.0,200,25
-0.147,-2480.94,1112.0,200,25
-0.146,-2511.8,1112.0,200,25
-0.146,-2524.04,1112.0,200,25
-0.145,-2517.6,1112.0,200,25
-0.145,-2510.33,1112.0,200,25
-0.145,-2500.84,1112.0,200,25
-0.144,-2502.55,1112.0,200,25
-0.142,-2501.71,1112.0,200,25
-0.14,-2498.41,1112.0,200,25
-0.139,-2489.37,1112.0,200,25
-0.138,-2477.0,1112.0,200,25
-0.136,-2466.48,1112.0,200,25
-0.136,-2473.27,1112.0,200,25
-0.136,-2499.29,1112.0,200,25
-0.135,-2537.5,1112.0,200,25
-0.134,-2573.32,1112.0,200,25
-0.133,-2594.06,1112.0,200,25
-0.132,-2595.15,1112.0,200,25
-0.131,-2584.88,1112.0,200,25
-0.129,-2571.07,1112.0,200,25
-0.128,-2555.58,1112.0,200,25
-0.127,-2539.38,1112.0,200,25
