Slip Angle [deg],Lateral Force [N],Normal Load [N],Camber Angle [deg],Tyre Pressure [kPa],Temperature [C]
2.77,1191.53,880.0,0,200,25
2.82,1203.67,880.0,0,200,25
2.86,1215.52,880.0,0,200,25
2.92,1227.31,880.0,0,200,25
2.96,1237.87,880.0,0,200,25
3.0,1250.38,880.0,0,200,25
3.04,1261.43,880.0,0,200,25
3.08,1275.7,880.0,0,200,25
3.11,1286.61,880.0,0,200,25
3.14,1298.95,880.0,0,200,25
3.2,1307.7,880.0,0,200,25
3.24,1318.46,880.0,0,200,25
3.29,1327.99,880.0,0,200,25
3.31,1338.4,880.0,0,200,25
3.36,1346.48,880.0,0,200,25
3.42,1357.03,880.0,0,200,25
3.44,1368.09,880.0,0,200,25
3.46,1379.12,880.0,0,200,25
3.51,1391.03,880.0,0,200,25
3.56,1401.29,880.0,0,200,25
3.58,1411.27,880.0,0,200,25
3.62,1417.44,880.0,0,200,25
3.69,1424.95,880.0,0,200,25
3.7,1432.51,880.0,0,200,25
3.75,1440.32,880.0,0,200,25
3.78,1448.04,880.0,0,200,25
3.84,1457.73,880.0,0,200,25
3.87,1470.9,880.0,0,200,25
3.91,1481.92,880.0,0,200,25
3.95,1494.18,880.0,0,200,25
3.97,1505.85,880.0,0,200,25
4.03,1514.19,880.0,0,200,25
4.04,1521.02,880.0,0,200,25
4.12,1528.02,880.0,0,200,25
4.13,1535.35,880.0,0,200,25
4.19,1545.15,880.0,0,200,25
4.25,1558.29,880.0,0,200,25
4.28,1568.78,880.0,0,200,25
4.32,1580.5,880.0,0,200,25
4.36,1592.4,880.0,0,200,25
4.4,1604.86,880.0,0,200,25
4.42,1614.49,880.0,0,200,25
4.45,1621.14,880.0,0,200,25
4.5,1628.79,880.0,0,200,25
4.56,1635.46,880.0,0,200,25
4.6,1642.98,880.0,0,200,25
4.63,1650.73,880.0,0,200,25
4.67,1661.03,880.0,0,200,25
4.71,1673.52,880.0,0,200,25
4.75,1683.96,880.0,0,200,25
4.8,1693.75,880.0,0,200,25
4.85,1704.14,880.0,0,200,25
4.87,1712.2,880.0,0,200,25
4.91,1718.45,880.0,0,200,25
4.97,1723.2,880.0,0,200,25
5.0,1730.19,880.0,0,200,25
5.03,1735.69,880.0,0,200,25
5.08,1743.19,880.0,0,200,25
5.11,1749.28,880.0,0,200,25
5.17,1758.55,880.0,0,200,25
5.19,1766.8,880.0,0,200,25
5.23,1774.46,880.0,0,200,25
5.28,1782.89,880.0,0,200,25
5.3,1789.55,880.0,0,200,25
5.35,1793.62,880.0,0,200,25
5.4,1795.57,880.0,0,200,25
5.43,1799.2,880.0,0,200,25
5.47,1804.67,880.0,0,200,25
5.51,1810.3,880.0,0,200,25
5.55,1816.78,880.0,0,200,25
5.6,1824.11,880.0,0,200,25
5.63,1831.82,880.0,0,200,25
5.67,1838.06,880.0,0,200,25
5.73,1844.12,880.0,0,200,25
5.77,1850.4,880.0,0,200,25
5.79,1853.14,880.0,0,200,25
5.84,1853.61,880.0,0,200,25
5.87,1854.88,880.0,0,200,25
5.9,1857.16,880.0,0,200,25
5.96,1863.38,880.0,0,200,25
6.0,1868.15,880.0,0,200,25
6.04,1872.81,880.0,0,200,25
6.06,1878.73,880.0,0,200,25
6.11,1883.48,880.0,0,200,25
6.14,1886.81,880.0,0,200,25
6.18,1892.44,880.0,0,200,25
6.25,1897.25,880.0,0,200,25
6.29,1898.54,880.0,0,200,25
6.3,1897.79,880.0,0,200,25
6.35,1897.61,880.0,0,200,25
6.41,1901.2,880.0,0,200,25
6.44,1906.14,880.0,0,200,25
6.48,1910.84,880.0,0,200,25
6.5,1915.08,880.0,0,200,25
6.55,1919.88,880.0,0,200,25
6.58,1924.73,880.0,0,200,25
6.64,1931.64,880.0,0,200,25
6.66,1936.53,880.0,0,200,25
6.71,1935.83,880.0,0,200,25
6.75,1933.53,880.0,0,200,25
6.79,1934.84,880.0,0,200,25
6.83,1936.36,880.0,0,200,25
6.86,1940.39,880.0,0,200,25
6.9,1943.23,880.0,0,200,25
6.96,1948.11,880.0,0,200,25
6.98,1953.79,880.0,0,200,25
7.02,1960.01,880.0,0,200,25
7.07,1965.51,880.0,0,200,25
7.13,1969.77,880.0,0,200,25
7.16,1968.09,880.0,0,200,25
7.18,1965.33,880.0,0,200,25
7.22,1961.8,880.0,0,200,25
7.27,1963.28,880.0,0,200,25
7.31,1965.79,880.0,0,200,25
7.34,1972.08,880.0,0,200,25
7.4,1976.44,880.0,0,200,25
7.43,1983.47,880.0,0,200,25
7.49,1992.45,880.0,0,200,25
7.51,1999.19,880.0,0,200,25
7.56,2003.35,880.0,0,200,25
7.59,2001.88,880.0,0,200,25
7.64,1997.23,880.0,0,200,25
7.68,1993.47,880.0,0,200,25
7.71,1992.87,880.0,0,200,25
7.75,1997.89,880.0,0,200,25
7.79,2003.21,880.0,0,200,25
7.84,2010.19,880.0,0,200,25
7.88,2019.2,880.0,0,200,25
7.91,2025.58,880.0,0,200,25
7.94,2031.03,880.0,0,200,25
7.98,2034.4,880.0,0,200,25
8.04,2031.7,880.0,0,200,25
8.05,2026.16,880.0,0,200,25
8.09,2020.55,880.0,0,200,25
8.15,2018.91,880.0,0,200,25
8.2,2022.51,880.0,0,200,25
8.21,2030.8,880.0,0,200,25
8.26,2039.92,880.0,0,200,25
8.31,2047.99,880.0,0,200,25
8.35,2056.41,880.0,0,200,25
8.38,2062.1,880.0,0,200,25
8.42,2062.7,880.0,0,200,25
8.46,2057.73,880.0,0,200,25
8.51,2048.3,880.0,0,200,25
8.54,2038.98,880.0,0,200,25
8.59,2036.41,880.0,0,200,25
8.65,2038.96,880.0,0,200,25
8.67,2049.62,880.0,0,200,25
8.72,2059.04,880.0,0,200,25
8.74,2068.21,880.0,0,200,25
8.8,2075.84,880.0,0,200,25
8.84,2080.75,880.0,0,200,25
8.85,2084.16,880.0,0,200,25
8.9,2077.82,880.0,0,200,25
8.94,2068.12,880.0,0,200,25
8.98,2058.43,880.0,0,200,25
9.04,2054.93,880.0,0,200,25
9.08,2060.55,880.0,0,200,25
9.11,2069.95,880.0,0,200,25
9.15,2084.18,880.0,0,200,25
9.2,2092.98,880.0,0,200,25
9.21,2099.92,880.0,0,200,25
9.27,2103.39,880.0,0,200,25
9.31,2102.66,880.0,0,200,25
9.33,2099.26,880.0,0,200,25
9.38,2090.25,880.0,0,200,25
9.43,2080.48,880.0,0,200,25
9.49,2076.38,880.0,0,200,25
9.5,2080.36,880.0,0,200,25
9.56,2090.84,880.0,0,200,25
9.57,2103.93,880.0,0,200,25
9.62,2113.82,880.0,0,200,25
9.68,2117.25,880.0,0,200,25
9.72,2120.63,880.0,0,200,25
9.75,2119.97,880.0,0,200,25
9.79,2117.37,880.0,0,200,25
9.84,2109.79,880.0,0,200,25
9.85,2099.27,880.0,0,200,25
9.9,2097.05,880.0,0,200,25
9.95,2100.36,880.0,0,200,25
9.99,2111.36,880.0,0,200,25
10.02,2123.95,880.0,0,200,25
10.06,2134.94,880.0,0,200,25
10.1,2139.9,880.0,0,200,25
10.14,2143.55,880.0,0,200,25
10.17,2142.17,880.0,0,200,25
10.22,2137.14,880.0,0,200,25
10.27,2129.66,880.0,0,200,25
10.3,2118.44,880.0,0,200,25
10.32,2109.49,880.0,0,200,25
10.38,2107.91,880.0,0,200,25
10.41,2113.6,880.0,0,200,25
10.47,2124.02,880.0,0,200,25
10.51,2134.48,880.0,0,200,25
10.55,2137.93,880.0,0,200,25
10.58,2141.52,880.0,0,200,25
10.61,2142.06,880.0,0,200,25
10.67,2138.04,880.0,0,200,25
10.7,2132.48,880.0,0,200,25
10.73,2121.24,880.0,0,200,25
10.8,2111.61,880.0,0,200,25
10.81,2109.46,880.0,0,200,25
10.85,2112.13,880.0,0,200,25
10.92,2119.97,880.0,0,200,25
10.95,2131.07,880.0,0,200,25
10.99,2136.39,880.0,0,200,25
11.03,2139.52,880.0,0,200,25
11.06,2140.01,880.0,0,200,25
11.12,2140.22,880.0,0,200,25
11.15,2135.08,880.0,0,200,25
11.18,2122.67,880.0,0,200,25
11.23,2110.97,880.0,0,200,25
11.27,2104.79,880.0,0,200,25
11.32,2102.72,880.0,0,200,25
11.34,2108.04,880.0,0,200,25
11.4,2116.51,880.0,0,200,25
11.42,2121.91,880.0,0,200,25
11.45,2125.34,880.0,0,200,25
11.5,2128.28,880.0,0,200,25
11.51,2133.24,880.0,0,200,25
11.55,2136.57,880.0,0,200,25
11.55,2131.87,880.0,0,200,25
11.57,2119.98,880.0,0,200,25
11.58,2108.09,880.0,0,200,25
11.6,2101.22,880.0,0,200,25
11.64,2098.41,880.0,0,200,25
11.64,2105.94,880.0,0,200,25
11.64,2115.89,880.0,0,200,25
11.66,2122.65,880.0,0,200,25
11.66,2130.53,880.0,0,200,25
11.69,2135.37,880.0,0,200,25
11.67,2132.64,880.0,0,200,25
11.68,2120.82,880.0,0,200,25
11.68,2106.92,880.0,0,200,25
11.67,2095.0,880.0,0,200,25
11.66,2088.91,880.0,0,200,25
11.68,2089.38,880.0,0,200,25
11.68,2095.03,880.0,0,200,25
11.69,2106.3,880.0,0,200,25
11.68,2112.36,880.0,0,200,25
11.7,2115.99,880.0,0,200,25
12.19,2119.25,880.0,0,200,25
12.18,2118.77,880.0,0,200,25
12.19,2112.99,880.0,0,200,25
12.18,2101.27,880.0,0,200,25
12.18,2088.83,880.0,0,200,25
12.15,2082.43,880.0,0,200,25
12.14,2080.36,880.0,0,200,25
12.1,2085.25,880.0,0,200,25
12.1,2092.99,880.0,0,200,25
12.07,2099.94,880.0,0,200,25
12.04,2105.46,880.0,0,200,25
11.99,2111.89,880.0,0,200,25
11.98,2113.21,880.0,0,200,25
11.92,2109.14,880.0,0,200,25
11.89,2097.12,880.0,0,200,25
11.85,2082.61,880.0,0,200,25
11.82,2073.65,880.0,0,200,25
11.8,2070.21,880.0,0,200,25
11.76,2075.67,880.0,0,200,25
11.72,2086.19,880.0,0,200,25
11.68,2096.47,880.0,0,200,25
11.64,2101.5,880.0,0,200,25
11.6,2103.41,880.0,0,200,25
11.57,2105.65,880.0,0,200,25
11.55,2102.96,880.0,0,200,25
11.49,2096.62,880.0,0,200,25
11.46,2085.52,880.0,0,200,25
11.42,2075.31,880.0,0,200,25
11.38,2071.01,880.0,0,200,25
11.37,2073.07,880.0,0,200,25
11.32,2077.88,880.0,0,200,25
11.27,2083.96,880.0,0,200,25
11.23,2087.7,880.0,0,200,25
11.19,2089.61,880.0,0,200,25
11.14,2091.18,880.0,0,200,25
11.12,2092.02,880.0,0,200,25
11.08,2088.51,880.0,0,200,25
11.05,2082.37,880.0,0,200,25
10.98,2072.4,880.0,0,200,25
10.97,2065.53,880.0,0,200,25
10.91,2063.44,880.0,0,200,25
10.87,2065.45,880.0,0,200,25
10.85,2070.22,880.0,0,200,25
10.82,2071.82,880.0,0,200,25
10.77,2075.85,880.0,0,200,25
10.74,2079.48,880.0,0,200,25
10.69,2083.62,880.0,0,200,25
10.67,2083.5,880.0,0,200,25
10.62,2080.74,880.0,0,200,25
10.58,2069.68,880.0,0,200,25
10.54,2061.56,880.0,0,200,25
10.49,2055.97,880.0,0,200,25
10.46,2054.34,880.0,0,200,25
10.43,2057.89,880.0,0,200,25
10.37,2059.94,880.0,0,200,25
10.34,2064.9,880.0,0,200,25
10.28,2068.45,880.0,0,200,25
10.25,2071.88,880.0,0,200,25
10.23,2074.81,880.0,0,200,25
10.17,2071.93,880.0,0,200,25
10.15,2062.98,880.0,0,200,25
10.09,2051.75,880.0,0,200,25
10.06,2043.36,880.0,0,200,25
10.01,2039.89,880.0,0,200,25
9.99,2041.44,880.0,0,200,25
9.95,2046.8,880.0,0,200,25
9.88,2049.66,880.0,0,200,25
9.86,2051.78,880.0,0,200,25
9.82,2055.53,880.0,0,200,25
9.79,2056.17,880.0,0,200,25
9.75,2053.46,880.0,0,200,25
9.72,2044.39,880.0,0,200,25
9.66,2033.37,880.0,0,200,25
9.64,2022.78,880.0,0,200,25
9.58,2018.04,880.0,0,200,25
9.55,2017.93,880.0,0,200,25
9.5,2022.11,880.0,0,200,25
9.47,2025.68,880.0,0,200,25
9.43,2029.71,880.0,0,200,25
9.41,2034.75,880.0,0,200,25
9.34,2036.09,880.0,0,200,25
9.32,2033.97,880.0,0,200,25
9.25,2028.49,880.0,0,200,25
9.22,2018.01,880.0,0,200,25
9.18,2006.1,880.0,0,200,25
9.14,2001.39,880.0,0,200,25
9.11,1999.75,880.0,0,200,25
9.06,2001.88,880.0,0,200,25
9.03,2006.11,880.0,0,200,25
8.98,2008.99,880.0,0,200,25
8.95,2012.48,880.0,0,200,25
8.91,2015.53,880.0,0,200,25
8.88,2014.04,880.0,0,200,25
8.82,2008.57,880.0,0,200,25
8.78,1998.87,880.0,0,200,25
8.76,1987.8,880.0,0,200,25
8.69,1981.32,880.0,0,200,25
8.66,1977.91,880.0,0,200,25
8.63,1979.15,880.0,0,200,25
8.58,1980.79,880.0,0,200,25
8.56,1984.36,880.0,0,200,25
8.51,1987.13,880.0,0,200,25
8.46,1990.53,880.0,0,200,25
8.41,1992.71,880.0,0,200,25
8.41,1989.18,880.0,0,200,25
8.36,1983.04,880.0,0,200,25
8.3,1973.15,880.0,0,200,25
8.27,1964.99,880.0,0,200,25
8.23,1959.26,880.0,0,200,25
8.2,1959.25,880.0,0,200,25
8.13,1962.84,880.0,0,200,25
8.11,1964.29,880.0,0,200,25
8.07,1965.23,880.0,0,200,25
8.03,1967.26,880.0,0,200,25
8.0,1965.18,880.0,0,200,25
7.96,1962.32,880.0,0,200,25
7.91,1956.12,880.0,0,200,25
7.86,1943.59,880.0,0,200,25
7.82,1933.7,880.0,0,200,25
7.81,1926.9,880.0,0,200,25
7.75,1923.26,880.0,0,200,25
7.72,1922.9,880.0,0,200,25
7.68,1924.16,880.0,0,200,25
7.62,1924.41,880.0,0,200,25
7.57,1925.7,880.0,0,200,25
7.56,1926.58,880.0,0,200,25
7.51,1924.95,880.0,0,200,25
7.47,1919.46,880.0,0,200,25
7.42,1908.57,880.0,0,200,25
7.39,1898.53,880.0,0,200,25
7.35,1890.4,880.0,0,200,25
7.3,1884.76,880.0,0,200,25
7.28,1883.47,880.0,0,200,25
7.24,1883.56,880.0,0,200,25
7.21,1882.9,880.0,0,200,25
7.14,1883.02,880.0,0,200,25
7.11,1883.89,880.0,0,200,25
7.08,1880.13,880.0,0,200,25
7.03,1874.14,880.0,0,200,25
7.0,1865.78,880.0,0,200,25
6.94,1855.22,880.0,0,200,25
6.91,1844.8,880.0,0,200,25
6.87,1840.01,880.0,0,200,25
6.82,1835.85,880.0,0,200,25
6.8,1834.01,880.0,0,200,25
6.77,1834.64,880.0,0,200,25
6.72,1832.63,880.0,0,200,25
6.69,1832.04,880.0,0,200,25
6.63,1829.17,880.0,0,200,25
6.61,1825.09,880.0,0,200,25
6.54,1815.32,880.0,0,200,25
6.52,1802.86,880.0,0,200,25
6.47,1793.14,880.0,0,200,25
6.43,1784.13,880.0,0,200,25
6.39,1779.2,880.0,0,200,25
6.34,1775.24,880.0,0,200,25
6.32,1774.5,880.0,0,200,25
6.27,1772.46,880.0,0,200,25
6.24,1772.6,880.0,0,200,25
6.19,1772.56,880.0,0,200,25
6.16,1766.46,880.0,0,200,25
6.11,1759.44,880.0,0,200,25
6.08,1746.39,880.0,0,200,25
6.03,1737.39,880.0,0,200,25
6.01,1726.94,880.0,0,200,25
5.97,1722.12,880.0,0,200,25
5.91,1720.78,880.0,0,200,25
5.86,1718.71,880.0,0,200,25
5.84,1718.0,880.0,0,200,25
5.79,1718.76,880.0,0,200,25
5.77,1717.58,880.0,0,200,25
5.72,1712.62,880.0,0,200,25
5.67,1704.21,880.0,0,200,25
5.63,1695.26,880.0,0,200,25
5.6,1682.05,880.0,0,200,25
5.57,1673.03,880.0,0,200,25
5.5,1668.22,880.0,0,200,25
5.49,1664.68,880.0,0,200,25
5.43,1662.92,880.0,0,200,25
5.4,1664.25,880.0,0,200,25
5.35,1663.64,880.0,0,200,25
5.32,1661.62,880.0,0,200,25
5.29,1656.83,880.0,0,200,25
5.23,1649.29,880.0,0,200,25
5.2,1640.72,880.0,0,200,25
5.14,1628.9,880.0,0,200,25
5.12,1617.97,880.0,0,200,25
5.07,1612.95,880.0,0,200,25
5.03,1609.69,880.0,0,200,25
5.0,1607.01,880.0,0,200,25
4.95,1604.8,880.0,0,200,25
4.91,1603.48,880.0,0,200,25
4.86,1600.92,880.0,0,200,25
4.84,1596.89,880.0,0,200,25
4.79,1590.4,880.0,0,200,25
4.76,1581.32,880.0,0,200,25
4.71,1570.22,880.0,0,200,25
4.66,1560.47,880.0,0,200,25
4.64,1552.42,880.0,0,200,25
4.62,1546.16,880.0,0,200,25
4.56,1542.07,880.0,0,200,25
4.52,1538.81,880.0,0,200,25
4.48,1534.11,880.0,0,200,25
4.43,1529.16,880.0,0,200,25
4.42,1523.69,880.0,0,200,25
4.36,1518.18,880.0,0,200,25
4.31,1509.71,880.0,0,200,25
4.3,1498.55,880.0,0,200,25
4.26,1488.09,880.0,0,200,25
4.22,1480.59,880.0,0,200,25
4.18,1471.62,880.0,0,200,25
4.11,1464.83,880.0,0,200,25
4.09,1458.1,880.0,0,200,25
4.05,1451.03,880.0,0,200,25
4.03,1444.31,880.0,0,200,25
3.97,1438.11,880.0,0,200,25
3.92,1431.8,880.0,0,200,25
3.89,1422.67,880.0,0,200,25
3.83,1412.54,880.0,0,200,25
3.82,1401.93,880.0,0,200,25
3.75,1391.77,880.0,0,200,25
3.74,1381.8,880.0,0,200,25
3.67,1372.26,880.0,0,200,25
3.63,1364.75,880.0,0,200,25
3.59,1355.24,880.0,0,200,25
3.58,1346.9,880.0,0,200,25
3.51,1336.1,880.0,0,200,25
3.48,1328.57,880.0,0,200,25
3.43,1320.7,880.0,0,200,25
3.38,1309.46,880.0,0,200,25
3.34,1298.48,880.0,0,200,25
3.31,1286.61,880.0,0,200,25
3.27,1274.9,880.0,0,200,25
3.22,1264.79,880.0,0,200,25
3.18,1251.56,880.0,0,200,25
3.16,1241.43,880.0,0,200,25
3.13,1231.85,880.0,0,200,25
3.08,1220.76,880.0,0,200,25
3.04,1211.93,880.0,0,200,25
3.0,1200.7,880.0,0,200,25
2.99,1188.95,880.0,0,200,25
2.95,1179.21,880.0,0,200,25
2.89,1166.09,880.0,0,200,25
2.86,1153.48,880.0,0,200,25
2.82,1141.33,880.0,0,200,25
2.79,1129.55,880.0,0,200,25
2.73,1118.46,880.0,0,200,25
2.73,1106.26,880.0,0,200,25
2.66,1095.25,880.0,0,200,25
2.63,1083.62,880.0,0,200,25
2.57,1073.16,880.0,0,200,25
2.51,1058.52,880.0,0,200,25
2.49,1045.9,880.0,0,200,25
2.46,1032.06,880.0,0,200,25
2.39,1017.52,880.0,0,200,25
2.36,1003.9,880.0,0,200,25
2.29,991.5,880.0,0,200,25
2.26,978.02,880.0,0,200,25
2.22,964.01,880.0,0,200,25
2.17,950.96,880.0,0,200,25
2.16,938.81,880.0,0,200,25
2.14,924.94,880.0,0,200,25
2.08,910.27,880.0,0,200,25
2.05,896.95,880.0,0,200,25
2.0,882.39,880.0,0,200,25
1.95,868.58,880.0,0,200,25
1.94,854.08,880.0,0,200,25
1.87,841.06,880.0,0,200,25
1.85,826.88,880.0,0,200,25
1.83,813.75,880.0,0,200,25
1.76,799.93,880.0,0,200,25
1.75,787.48,880.0,0,200,25
1.67,772.33,880.0,0,200,25
1.64,759.77,880.0,0,200,25
1.6,741.92,880.0,0,200,25
1.56,727.85,880.0,0,200,25
1.54,712.83,880.0,0,200,25
1.5,696.81,880.0,0,200,25
1.46,681.91,880.0,0,200,25
1.4,667.44,880.0,0,200,25
1.38,651.52,880.0,0,200,25
1.33,634.24,880.0,0,200,25
1.3,618.6,880.0,0,200,25
1.24,603.87,880.0,0,200,25
1.2,585.08,880.0,0,200,25
1.16,569.94,880.0,0,200,25
1.12,551.93,880.0,0,200,25
1.09,535.46,880.0,0,200,25
1.02,519.41,880.0,0,200,25
1.0,502.34,880.0,0,200,25
0.97,485.23,880.0,0,200,25
0.93,469.26,880.0,0,200,25
0.87,452.05,880.0,0,200,25
0.84,434.2,880.0,0,200,25
0.78,417.52,880.0,0,200,25
0.75,399.12,880.0,0,200,25
0.72,378.91,880.0,0,200,25
0.68,362.31,880.0,0,200,25
0.64,343.63,880.0,0,200,25
0.58,326.19,880.0,0,200,25
0.57,309.0,880.0,0,200,25
0.52,291.89,880.0,0,200,25
0.48,274.47,880.0,0,200,25
0.46,257.6,880.0,0,200,25
0.4,240.45,880.0,0,200,25
0.36,222.87,880.0,0,200,25
0.35,204.46,880.0,0,200,25
0.31,184.87,880.0,0,200,25
0.27,165.39,880.0,0,200,25
0.24,147.65,880.0,0,200,25
0.2,126.78,880.0,0,200,25
0.15,110.21,880.0,0,200,25
0.1,92.53,880.0,0,200,25
0.06,73.69,880.0,0,200,25
0.02,55.97,880.0,0,200,25
0.0,35.36,880.0,0,200,25
-0.06,14.49,880.0,0,200,25
-0.09,-5.45,880.0,0,200,25
-0.17,-26.26,880.0,0,200,25
-0.21,-46.21,880.0,0,200,25
-0.24,-66.48,880.0,0,200,25
-0.3,-85.73,880.0,0,200,25
-0.33,-105.01,880.0,0,200,25
-0.37,-123.03,880.0,0,200,25
-0.4,-143.6,880.0,0,200,25
-0.46,-163.65,880.0,0,200,25
-0.51,-183.58,880.0,0,200,25
-0.55,-205.59,880.0,0,200,25
-0.57,-225.66,880.0,0,200,25
-0.59,-246.54,880.0,0,200,25
-0.62,-265.74,880.0,0,200,25
-0.69,-283.69,880.0,0,200,25
-0.7,-300.96,880.0,0,200,25
-0.73,-318.24,880.0,0,200,25
-0.76,-337.59,880.0,0,200,25
-0.81,-354.85,880.0,0,200,25
-0.86,-372.82,880.0,0,200,25
-0.89,-393.25,880.0,0,200,25
-0.93,-414.02,880.0,0,200,25
-0.97,-432.6,880.0,0,200,25
-1.0,-451.99,880.0,0,200,25
-1.06,-468.71,880.0,0,200,25
-1.08,-485.89,880.0,0,200,25
-1.11,-504.62,880.0,0,200,25
-1.18,-521.85,880.0,0,200,25
-1.21,-541.23,880.0,0,200,25
-1.26,-558.36,880.0,0,200,25
-1.32,-576.31,880.0,0,200,25
-1.35,-596.9,880.0,0,200,25
-1.39,-614.75,880.0,0,200,25
-1.43,-634.71,880.0,0,200,25
-1.47,-652.68,880.0,0,200,25
-1.53,-670.76,880.0,0,200,25
-1.57,-688.02,880.0,0,200,25
-1.6,-704.5,880.0,0,200,25
-1.64,-719.37,880.0,0,200,25
-1.69,-734.4,880.0,0,200,25
-1.73,-749.36,880.0,0,200,25
-1.75,-764.65,880.0,0,200,25
-1.81,-780.37,880.0,0,200,25
-1.83,-796.32,880.0,0,200,25
-1.88,-811.97,880.0,0,200,25
-1.91,-828.64,880.0,0,200,25
-1.94,-843.79,880.0,0,200,25
-2.0,-858.38,880.0,0,200,25
-2.04,-872.94,880.0,0,200,25
-2.07,-884.29,880.0,0,200,25
-2.11,-896.65,880.0,0,200,25
-2.16,-907.41,880.0,0,200,25
-2.19,-920.43,880.0,0,200,25
-2.23,-934.32,880.0,0,200,25
-2.27,-950.21,880.0,0,200,25
-2.31,-965.98,880.0,0,200,25
-2.34,-981.2,880.0,0,200,25
-2.38,-995.86,880.0,0,200,25
-2.41,-1008.05,880.0,0,200,25
-2.47,-1019.3,880.0,0,200,25
-2.5,-1031.91,880.0,0,200,25
-2.53,-1042.12,880.0,0,200,25
-2.58,-1051.65,880.0,0,200,25
-2.61,-1062.06,880.0,0,200,25
-2.67,-1075.14,880.0,0,200,25
-2.69,-1089.57,880.0,0,200,25
-2.76,-1103.89,880.0,0,200,25
-2.78,-1119.97,880.0,0,200,25
-2.82,-1132.97,880.0,0,200,25
-2.86,-1147.15,880.0,0,200,25
-2.89,-1157.28,880.0,0,200,25
-2.94,-1165.57,880.0,0,200,25
-2.97,-1174.81,880.0,0,200,25
-3.01,-1182.77,880.0,0,200,25
-3.06,-1192.39,880.0,0,200,25
-3.09,-1204.13,880.0,0,200,25
-3.14,-1216.57,880.0,0,200,25
-3.2,-1233.06,880.0,0,200,25
-3.23,-1247.53,880.0,0,200,25
-3.27,-1260.76,880.0,0,200,25
-3.3,-1273.06,880.0,0,200,25
-3.35,-1281.67,880.0,0,200,25
-3.38,-1289.09,880.0,0,200,25
-3.41,-1296.02,880.0,0,200,25
-3.45,-1300.88,880.0,0,200,25
-3.5,-1307.15,880.0,0,200,25
-3.56,-1316.71,880.0,0,200,25
-3.58,-1329.8,880.0,0,200,25
-3.62,-1344.73,880.0,0,200,25
-3.67,-1360.17,880.0,0,200,25
-3.71,-1372.98,880.0,0,200,25
-3.74,-1384.87,880.0,0,200,25
-3.8,-1392.78,880.0,0,200,25
-3.83,-1397.67,880.0,0,200,25
-3.85,-1403.01,880.0,0,200,25
-3.9,-1404.87,880.0,0,200,25
-3.94,-1411.83,880.0,0,200,25
-3.98,-1421.32,880.0,0,200,25
-4.01,-1433.07,880.0,0,200,25
-4.06,-1448.47,880.0,0,200,25
-4.09,-1463.26,880.0,0,200,25
-4.13,-1475.26,880.0,0,200,25
-4.18,-1484.35,880.0,0,200,25
-4.23,-1491.35,880.0,0,200,25
-4.26,-1494.66,880.0,0,200,25
-4.29,-1497.64,880.0,0,200,25
-4.34,-1501.63,880.0,0,200,25
-4.38,-1504.97,880.0,0,200,25
-4.42,-1513.22,880.0,0,200,25
-4.45,-1523.54,880.0,0,200,25
-4.5,-1535.42,880.0,0,200,25
-4.53,-1550.48,880.0,0,200,25
-4.59,-1562.08,880.0,0,200,25
-4.63,-1569.81,880.0,0,200,25
-4.66,-1574.5,880.0,0,200,25
-4.71,-1576.18,880.0,0,200,25
-4.72,-1578.18,880.0,0,200,25
-4.79,-1579.63,880.0,0,200,25
-4.83,-1582.47,880.0,0,200,25
-4.85,-1589.97,880.0,0,200,25
-4.89,-1598.0,880.0,0,200,25
-4.93,-1610.28,880.0,0,200,25
-4.98,-1622.83,880.0,0,200,25
-5.01,-1633.07,880.0,0,200,25
-5.07,-1638.87,880.0,0,200,25
-5.09,-1641.36,880.0,0,200,25
-5.13,-1641.67,880.0,0,200,25
-5.19,-1640.82,880.0,0,200,25
-5.21,-1639.57,880.0,0,200,25
-5.25,-1640.89,880.0,0,200,25
-5.29,-1645.66,880.0,0,200,25
-5.33,-1653.88,880.0,0,200,25
-5.4,-1662.75,880.0,0,200,25
-5.41,-1675.85,880.0,0,200,25
-5.45,-1684.07,880.0,0,200,25
-5.49,-1687.6,880.0,0,200,25
-5.54,-1688.39,880.0,0,200,25
-5.59,-1684.47,880.0,0,200,25
-5.63,-1681.6,880.0,0,200,25
-5.66,-1680.42,880.0,0,200,25
-5.72,-1680.97,880.0,0,200,25
-5.73,-1685.07,880.0,0,200,25
-5.79,-1692.01,880.0,0,200,25
-5.84,-1700.88,880.0,0,200,25
-5.86,-1711.02,880.0,0,200,25
-5.92,-1719.22,880.0,0,200,25
-5.94,-1722.04,880.0,0,200,25
-5.97,-1722.05,880.0,0,200,25
-6.03,-1718.2,880.0,0,200,25
-6.05,-1716.05,880.0,0,200,25
-6.11,-1714.01,880.0,0,200,25
-6.13,-1715.28,880.0,0,200,25
-6.18,-1718.04,880.0,0,200,25
-6.23,-1724.29,880.0,0,200,25
-6.25,-1731.84,880.0,0,200,25
-6.3,-1741.4,880.0,0,200,25
-6.35,-1747.61,880.0,0,200,25
-6.38,-1752.95,880.0,0,200,25
-6.42,-1753.26,880.0,0,200,25
-6.45,-1751.68,880.0,0,200,25
-6.49,-1751.14,880.0,0,200,25
-6.54,-1747.92,880.0,0,200,25
-6.59,-1747.74,880.0,0,200,25
-6.62,-1749.72,880.0,0,200,25
